rating_id,user_id,place_id,rating_place,rating_food,rating_service,user_personal_traits,user_personality,user_preferences,user_other_demographics,user_fav_cuisines,user_fav_payment_method
331,1022,135081,0,2,1,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
332,1022,135045,2,1,1,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
333,1022,135051,2,1,1,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
334,1022,135073,2,2,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
335,1022,135062,1,2,1,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
336,1022,135063,2,1,2,"{birth_year: 1990, weight: 46, height: 1.54, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
337,1094,135054,0,0,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
338,1094,135082,0,0,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
339,1094,135057,0,1,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
340,1094,135071,0,1,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
341,1094,132830,0,1,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
342,1094,135070,0,1,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
343,1094,135108,0,1,1,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
344,1094,135069,0,1,0,"{birth_year: 1991, weight: 59, height: 1.71, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
345,1116,135047,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
346,1116,135060,0,0,0,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
347,1116,135038,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
348,1116,135085,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
349,1116,135052,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
350,1116,135025,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
351,1116,135059,0,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
352,1116,135027,0,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
353,1116,132825,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
354,1116,135030,1,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
355,1116,132834,2,2,2,"{birth_year: 1987, weight: 40, height: 1.71, marital_status: 'married'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards', 'VISA'}"
356,1105,135057,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
357,1105,135069,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
358,1105,132830,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
359,1105,135040,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
360,1105,135033,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
361,1105,135054,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
362,1105,135039,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
363,1105,135052,0,0,0,"{birth_year: 1991, weight: 40, height: 1.74, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'green', drink_level: 'social drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Cafeteria'},{'cash'}
364,1075,135081,1,2,1,"{birth_year: 1991, weight: 68, height: 1.6, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
365,1075,135066,2,1,2,"{birth_year: 1991, weight: 68, height: 1.6, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
366,1075,135050,2,2,2,"{birth_year: 1991, weight: 68, height: 1.6, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
367,1007,135108,1,1,1,"{birth_year: 1989, weight: 60, height: 1.59, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Family'},{'cash'}
368,1075,135076,2,2,0,"{birth_year: 1991, weight: 68, height: 1.6, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
369,1007,135057,1,1,2,"{birth_year: 1989, weight: 60, height: 1.59, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'purple', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Family'},{'cash'}
370,1075,135032,1,1,1,"{birth_year: 1991, weight: 68, height: 1.6, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
371,1075,132834,1,2,1,"{birth_year: 1991, weight: 68, height: 1.6, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'white', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
